                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     730                                      491                  1.0000000000000000E+000                  2.0000000000000000E-002                  3.8970656955869923E+009                  6.8250807630198449E+007                  5.9103000000000007E+028                  1.1674117094152498E+009                  5.4742314875766135E+002                  3.3762864062455444E-008                  2.0456539075444865E-002                 -1.9999847563384023E+001                  6.5701203702489663E-001                  4.5966504288245270E-005                  2.9697361599872285E-001                  9.4671956744962413E-003                  2.7740442649805104E-003                  2.5751232218564818E-002                  5.7756805124649759E-003                  2.9842521496243612E-005                 -2.0417657139151205E-018                  8.5790658092432253E-008                  6.0021680439132219E-012                  3.8777922651140445E-008                  1.2361979711706314E-009                  3.6222636673123385E-010                  3.3625185449045336E-009                  7.5417101083831461E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9842505150498329E-005                  2.0320202189326890E-002                  5.3624598496952922E+003                  3.0267679716159202E+007                  8.8388595946837090E+012                  2.4395979516968597E-027                  2.4395979516968597E-027                  0.0000000000000000E+000                  9.7613214248508043E-029                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2298418371883560E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                    zone                                     mass                              temperature                                radius_cm                                 conv_vel                                      tau                                 pressure                               luminosity                                   m_grav                         log_column_depth 
                                       1                  2.9842521496243612E-005                  1.4593047732228918E+003                  1.4237342065728116E+009                  0.0000000000000000E+000                  6.6666666666666657E+001                  5.4885796991670690E+006                  3.3762864062455444E-008                  2.9842521496243612E-005                 -9.8999999999999986E+001 
                                       2                  2.9842521496243551E-005                  1.4593047746370942E+003                  1.4237342065272129E+009                  0.0000000000000000E+000                  6.6666666787714419E+001                  5.4885797206556182E+006                  3.3762862391208425E-008                  2.9842521496243551E-005                 -5.2925525751104443E+000 
                                       3                  2.9842521496243334E-005                  1.4593047791871393E+003                  1.4237342063761823E+009                  0.0000000000000000E+000                  6.6666667188685111E+001                  5.4885797897926774E+006                  3.3762856855202662E-008                  2.9842521496243334E-005                 -4.6578234669369785E+000 
                                       4                  2.9842521496242643E-005                  1.4593047925298249E+003                  1.4237342058945887E+009                  0.0000000000000000E+000                  6.6666668467252023E+001                  5.4885799925324600E+006                  3.3762839202655989E-008                  2.9842521496242643E-005                 -4.1200956003239106E+000 
                                       5                  2.9842521496240674E-005                  1.4593048270752420E+003                  1.4237342045210562E+009                  0.0000000000000000E+000                  6.6666672113815665E+001                  5.4885805174447680E+006                  3.3762788856339438E-008                  2.9842521496240674E-005                 -3.6393400601111905E+000 
                                       6                  2.9842521496235762E-005                  1.4593048764080816E+003                  1.4237342010914738E+009                  0.0000000000000000E+000                  6.6666681218876590E+001                  5.4885812670525601E+006                  3.3762663147227479E-008                  2.9842521496235762E-005                 -3.2125803638073087E+000 
                                       7                  2.9842521496230856E-005                  1.4593049610237217E+003                  1.4237341976619015E+009                  0.0000000000000000E+000                  6.6666690323937601E+001                  5.4885825527841048E+006                  3.3762537438115521E-008                  2.9842521496230856E-005                 -3.0015446711149036E+000 
                                       8                  2.9842521496218919E-005                  1.4593051183251685E+003                  1.4237341893266156E+009                  0.0000000000000000E+000                  6.6666712452981088E+001                  5.4885849429959832E+006                  3.3762231913269249E-008                  2.9842521496218919E-005                 -2.7147736279215149E+000 
                                       9                  2.9842521496199536E-005                  1.4593054359975797E+003                  1.4237341757906971E+009                  0.0000000000000000E+000                  6.6666748389035590E+001                  5.4885897701341733E+006                  3.3761735761809501E-008                  2.9842521496199536E-005                 -2.4631683660695209E+000 
                                      10                  2.9842521496155670E-005                  1.4593059637257163E+003                  1.4237341451567812E+009                  0.0000000000000000E+000                  6.6666829718005516E+001                  5.4885977894128095E+006                  3.3760612892716375E-008                  2.9842521496155670E-005                 -2.1631849419467031E+000 
                                      11                  2.9842521496094460E-005                  1.4593067629653108E+003                  1.4237341024118307E+009                  0.0000000000000000E+000                  6.6666943200299485E+001                  5.4886099351178464E+006                  3.3759046098632936E-008                  2.9842521496094460E-005                 -1.9337613492002073E+000 
                                      12                  2.9842521495996529E-005                  1.4593079719794555E+003                  1.4237340340200157E+009                  0.0000000000000000E+000                  6.6667124771994921E+001                  5.4886283093930976E+006                  3.3756539228099452E-008                  2.9842521495996529E-005                 -1.7145439602943304E+000 
                                      13                  2.9842521495853713E-005                  1.4593099184813314E+003                  1.4237339342821953E+009                  0.0000000000000000E+000                  6.6667389564106159E+001                  5.4886578950988213E+006                  3.3752883375238121E-008                  2.9842521495853713E-005                 -1.5164326099667360E+000 
                                      14                  2.9842521495608879E-005                  1.4593136058891705E+003                  1.4237337633037310E+009                  0.0000000000000000E+000                  6.6667843493592812E+001                  5.4887139522523899E+006                  3.3746616198904407E-008                  2.9842521495608879E-005                 -1.3047966879709680E+000 
                                      15                  2.9842521495119213E-005                  1.4593203430584463E+003                  1.4237334213493073E+009                  0.0000000000000000E+000                  6.6668751353147499E+001                  5.4888164119076235E+006                  3.3734081846236987E-008                  2.9842521495119213E-005                 -1.0564685111954721E+000 
                                      16                  2.9842521494266393E-005                  1.4593325396277507E+003                  1.4237328257908809E+009                  0.0000000000000000E+000                  6.6670332532488089E+001                  5.4890020220094388E+006                  3.3712251337223095E-008                  2.9842521494266393E-005                 -8.1133265679674305E-001 
                                      17                  2.9842521492687242E-005                  1.4593504531808169E+003                  1.4237317230420735E+009                  0.0000000000000000E+000                  6.6673260355544983E+001                  5.4892749702496398E+006                  3.3671828515516292E-008                  2.9842521492687242E-005                 -5.5638070068917211E-001 
                                      18                  2.9842521490690071E-005                  1.4593763896253756E+003                  1.4237303284303150E+009                  0.0000000000000000E+000                  6.6676963225352424E+001                  5.4896707795771388E+006                  3.3620705218461923E-008                  2.9842521490690071E-005                 -3.6281697243025851E-001 
                                      19                  2.9842521487501151E-005                  1.4594320315503160E+003                  1.4237281017412901E+009                  0.0000000000000000E+000                  6.6682875699098616E+001                  5.4905220366042042E+006                  3.3539075632758937E-008                  2.9842521487501151E-005                 -1.6575186829789074E-001 
                                      20                  2.9842521479536555E-005                  1.4595650334965414E+003                  1.4237225410149391E+009                  0.0000000000000000E+000                  6.6697642761155024E+001                  5.4925695750375213E+006                  3.3335198764959343E-008                  2.9842521479536555E-005                  1.1551790657501854E-001 
                                      21                  2.9842521460673883E-005                  1.4597657693986166E+003                  1.4237093750067060E+009                  0.0000000000000000E+000                  6.6732616727770178E+001                  5.4957064129154049E+006                  3.2852354366260748E-008                  2.9842521460673883E-005                  4.4370650275358176E-001 
                                      22                  2.9842521438438574E-005                  1.4600182761237627E+003                  1.4236938613380213E+009                  0.0000000000000000E+000                  6.6773845927225295E+001                  5.4997234745516488E+006                  3.2283177681759884E-008                  2.9842521438438574E-005                  6.5460106898127746E-001 
                                      23                  2.9842521408045747E-005                  1.4603564963054073E+003                  1.4236726674133189E+009                  0.0000000000000000E+000                  6.6830204798031289E+001                  5.5052399594190121E+006                  3.1505185814401730E-008                  2.9842521408045747E-005                  8.3810637162743828E-001 
                                      24                  2.9842521366170573E-005                  1.4607151890160901E+003                  1.4236434879465239E+009                  0.0000000000000000E+000                  6.6907864380836699E+001                  5.5113006244141534E+006                  3.0433270188701476E-008                  2.9842521366170573E-005                  1.0068533894088179E+000 
                                      25                  2.9842521328655294E-005                  1.4611753581518192E+003                  1.4236173678758242E+009                  0.0000000000000000E+000                  6.6977448249960887E+001                  5.5193338631039122E+006                  2.9472958639480972E-008                  2.9842521328655294E-005                  1.1169257797229457E+000 
                                      26                  2.9842521260948511E-005                  1.4620986052732308E+003                  1.4235702783300545E+009                  0.0000000000000000E+000                  6.7103059000109894E+001                  5.5364741234775148E+006                  2.7739808674939040E-008                  2.9842521260948511E-005                  1.2643236501407700E+000 
                                      27                  2.9842521104176103E-005                  1.4636059735153146E+003                  1.4234615015961206E+009                  0.0000000000000000E+000                  6.7394071013960271E+001                  5.5692459593863785E+006                  2.3726767650918191E-008                  2.9842521104176103E-005                  1.4861379904324243E+000 
                                      28                  2.9842520831879940E-005                  1.4648915553942384E+003                  1.4232734491521409E+009                  0.0000000000000000E+000                  6.7900298678387642E+001                  5.6088703360078819E+006                  1.6756563691879426E-008                  2.9842520831879940E-005                  1.7152977674761112E+000 
                                      29                  2.9842520585664041E-005                  1.4659552299622039E+003                  1.4231044218445134E+009                  0.0000000000000000E+000                  6.8359283709390738E+001                  5.6613860262019141E+006                  1.0453959000688073E-008                  2.9842520585664041E-005                  1.8523129544130919E+000 
                                      30                  2.9842520145002610E-005                  1.4659553617382410E+003                  1.4228044072466512E+009                  0.0000000000000000E+000                  6.9184510079346879E+001                  5.7248635562668201E+006                  1.0660417719551516E-012                  2.9842520145002610E-005                  2.0239109983937378E+000 
                                      31                  2.9842519756111556E-005                  1.4659555349543180E+003                  1.4225424869990499E+009                  0.0000000000000000E+000                  6.9918227431728837E+001                  5.8077545581756094E+006                  1.0660593118906993E-012                  2.9842519756111556E-005                  2.1339203016393626E+000 
                                      32                  2.9842519062543699E-005                  1.4659557405381152E+003                  1.4220818334780118E+009                  0.0000000000000000E+000                  7.1239416711266145E+001                  5.9049970065410212E+006                  1.0660901805425177E-012                  2.9842519062543699E-005                  2.2798864365531180E+000 
                                      33                  2.9842518487883680E-005                  1.4659559288269395E+003                  1.4217062545029223E+009                  0.0000000000000000E+000                  7.2346349670614259E+001                  5.9932152523283847E+006                  1.0661153669153977E-012                  2.9842518487883680E-005                  2.3721786345950648E+000 
                                      34                  2.9842517913223660E-005                  1.4659562114778407E+003                  1.4213360402175665E+009                  0.0000000000000000E+000                  7.3464365435615932E+001                  6.1244052880168147E+006                  1.0661402087370517E-012                  2.9842517913223660E-005                  2.4483242764284303E+000 
                                      35                  2.9842516780500506E-005                  1.4659565941778392E+003                  1.4206214774833269E+009                  0.0000000000000000E+000                  7.5700472836170420E+001                  6.2988256483080043E+006                  1.0661881928706298E-012                  2.9842516780500506E-005                  2.5680619727421532E+000 
                                      36                  2.9842515647777352E-005                  1.4659569278215113E+003                  1.4199261214598529E+009                  0.0000000000000000E+000                  7.7979399856894176E+001                  6.4482019808940468E+006                  1.0662349283629832E-012                  2.9842515647777352E-005                  2.6619790780231671E+000 
                                      37                  2.9842514844132523E-005                  1.4659572086018450E+003                  1.4194438700059125E+009                  0.0000000000000000E+000                  7.9622132695673429E+001                  6.5723609616950834E+006                  1.0662673667986314E-012                  2.9842514844132523E-005                  2.7181916327282569E+000 
                                      38                  2.9842514040487690E-005                  1.4659574785631971E+003                  1.4189704565333228E+009                  0.0000000000000000E+000                  8.1286275462367740E+001                  6.6902869332359685E+006                  1.0662992379077728E-012                  2.9842514040487690E-005                  2.7680135619112520E+000 
                                      39                  2.9842513319567310E-005                  1.4659577369523204E+003                  1.4185530354977162E+009                  0.0000000000000000E+000                  8.2797289876056979E+001                  6.8019454489261927E+006                  1.0663273716000682E-012                  2.9842513319567310E-005                  2.8083542370758785E+000 
                                      40                  2.9842512598646926E-005                  1.4659580000951337E+003                  1.4181422620102925E+009                  0.0000000000000000E+000                  8.4325454342536659E+001                  6.9144525372488741E+006                  1.0663550909441986E-012                  2.9842512598646926E-005                  2.8453017033172818E+000 
                                      41                  2.9842511868450966E-005                  1.4659582680675451E+003                  1.4177327735562766E+009                  0.0000000000000000E+000                  8.5890732498379535E+001                  7.0278096423747605E+006                  1.0663827566571709E-012                  2.9842511868450966E-005                  2.8798065570012632E+000 
                                      42                  2.9842511138254999E-005                  1.4659585461097613E+003                  1.4173296992434049E+009                  0.0000000000000000E+000                  8.7473548008310942E+001                  7.1441945281462194E+006                  1.0664100170723908E-012                  2.9842511138254999E-005                  2.9118022406449282E+000 
                                      43                  2.9842510370756216E-005                  1.4659588345485529E+003                  1.4169127417154789E+009                  0.0000000000000000E+000                  8.9156103392246848E+001                  7.2636186580517171E+006                  1.0664382365740711E-012                  2.9842510370756216E-005                  2.9431014211668876E+000 
                                      44                  2.9842509603257433E-005                  1.4659591545598084E+003                  1.4165024530476494E+009                  0.0000000000000000E+000                  9.0857986089664266E+001                  7.3946926006009895E+006                  1.0664660028474488E-012                  2.9842509603257433E-005                  2.9723248389060952E+000 
                                      45                  2.9842508687970253E-005                  1.4659595076003054E+003                  1.4160216008124323E+009                  0.0000000000000000E+000                  9.2912804092289107E+001                  7.5374717050258797E+006                  1.0664985209765831E-012                  2.9842508687970253E-005                  3.0048194176901850E+000 
                                      46                  2.9842507772683075E-005                  1.4659598745624580E+003                  1.4155496122167141E+009                  0.0000000000000000E+000                  9.4994999162045374E+001                  7.6840388508642968E+006                  1.0665304119702103E-012                  2.9842507772683075E-005                  3.0350851987247744E+000 
