                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                    1000                                      449                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.0000000000000000E+010                  7.5367998293115661E+007                  5.9103000000000007E+028                  1.1674117094152498E+009                  5.4736653765549727E+002                  3.3901708745969682E-008                  2.0502798460389930E-002                 -1.9999998480518677E+001                  1.0000000000000000E+000                  1.0606317465765868E-022                  8.8312723420786656E-063                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9803446200069557E-005                 -9.8034793320395701E-019                  9.1501699767924809E-008                  5.6165136105593336E-030                  3.2442683994326962E-070                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9803416800373880E-005                  2.0337737810292043E-002                  5.3841858590284864E+003                  2.9996996853860050E+007                  8.7911339287913223E+012                  2.6224311947066194E-027                  2.6224311947066194E-027                  0.0000000000000000E+000                  1.0492692691797941E-028                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1558149984000000E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                                    zone                              temperature                               luminosity                                      tau                                  extra_L                                 pressure                                radius_cm                             scale_height                                  opacity                              log_opacity                                 conv_vel 
                                       1                  1.4591538607836997E+003                  3.3901708745969682E-008                  6.6666666666666657E+001                  2.2136234858109038E-013                  9.9810372361185234E+006                  1.4269537672462184E+009                  4.4549679344512561E-004                  1.2979639135696131E-002                 -1.8867373817694304E+000                  0.0000000000000000E+000 
                                       2                  1.4591538613229866E+003                  3.3901695279027496E-008                  6.6666666712831415E+001                  2.2136234858109038E-013                  9.9810372510216255E+006                  1.4269537672247539E+009                  4.4549679347002962E-004                  1.2979639136917319E-002                 -1.8867373817285698E+000                  0.0000000000000000E+000 
                                       3                  1.4591538630580837E+003                  3.3901650669781518E-008                  6.6666666865752177E+001                  2.2136234858109038E-013                  9.9810372989707142E+006                  1.4269537671536331E+009                  4.4549679367940104E-004                  1.2979639140846193E-002                 -1.8867373815971109E+000                  0.0000000000000000E+000 
                                       4                  1.4591538681461184E+003                  3.3901508425204720E-008                  6.6666667353367430E+001                  2.2136234858109038E-013                  9.9810374395782314E+006                  1.4269537669268465E+009                  4.4549679434701533E-004                  1.2979639152367949E-002                 -1.8867373812115968E+000                  0.0000000000000000E+000 
                                       5                  1.4591538846830078E+003                  3.3901102733571474E-008                  6.6666668744080781E+001                  2.2136234858109038E-013                  9.9810378965796232E+006                  1.4269537662800469E+009                  4.4549679625108712E-004                  1.2979639189820546E-002                 -1.8867373799584453E+000                  0.0000000000000000E+000 
                                       6                  1.4591539171507322E+003                  3.3899727527311595E-008                  6.6666673458296088E+001                  2.2136234858109038E-013                  9.9810387938704528E+006                  1.4269537640875390E+009                  4.4549680270527403E-004                  1.2979639263386454E-002                 -1.8867373774969540E+000                  0.0000000000000000E+000 
                                       7                  1.4591539565452376E+003                  3.3897606063075947E-008                  6.6666680730688284E+001                  2.2136234858109038E-013                  9.9810398826607168E+006                  1.4269537607052565E+009                  4.4549681266121071E-004                  1.2979639352709276E-002                 -1.8867373745082416E+000                  0.0000000000000000E+000 
                                       8                  1.4591540105544680E+003                  3.3895484598840292E-008                  6.6666688003080566E+001                  2.2136234858109038E-013                  9.9810413754680771E+006                  1.4269537573229792E+009                  4.4549682261639848E-004                  1.2979639475254651E-002                 -1.8867373704079136E+000                  0.0000000000000000E+000 
                                       9                  1.4591541294726585E+003                  3.3891788712289906E-008                  6.6666700672602317E+001                  2.2136234858109038E-013                  9.9810446627086885E+006                  1.4269537514305761E+009                  4.4549683995792448E-004                  1.2979639745404293E-002                 -1.8867373613687950E+000                  0.0000000000000000E+000 
