                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                      60                                      595                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.3232912660417505E+007                  4.8007767957329919E+005                  5.9103000000000007E+028                  1.1674117094152498E+009                  2.5865706619471496E+002                  2.0596011673475232E-009                  2.2630893794077633E-002                 -1.9999847442573511E+001                  7.3879666883516837E-001                  2.0652436416604645E-005                  2.4052939935522263E-001                  4.2535463537758649E-003                  1.2463591409975360E-003                  1.1569852749910608E-002                  2.5949738052368928E-003                  3.0001047859061511E-005                 -3.0906379539239282E-016                  2.1358859840085667E-007                  5.9706887346152266E-012                  6.9537857234090996E-008                  1.2297145375174352E-009                  3.6032661388346427E-010                  3.3448832903563756E-009                  7.5021564298788849E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0001041062643604E-005                  2.2545951966869069E-002                  6.2232596235908604E+003                  4.5328103696938038E+008                  1.4566435645255844E+014                  6.6237570840556053E-027                  6.6237570840556053E-027                  0.0000000000000000E+000                  2.6503146267789769E-028                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.3318774230262812E+014 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                    zone                                     mass                              temperature                                radius_cm                                 conv_vel                                      tau                                 pressure                               luminosity                                   m_grav                         log_column_depth 
                                       1                  3.0001047859061511E-005                  6.8952051545264578E+002                  1.5750649462802150E+009                  0.0000000000000000E+000                  6.6666666666666657E+001                  1.5001857160306964E+006                  2.0596011673475232E-009                  3.0001047859061511E-005                 -9.8999999999999986E+001 
                                       2                  3.0001047859061369E-005                  6.8952051908540568E+002                  1.5750649461279266E+009                  0.0000000000000000E+000                  6.6666667324749966E+001                  1.5001857479619691E+006                  2.0595992962052928E-009                  3.0001047859061369E-005                 -5.0351052041889517E+000 
                                       3                  3.0001047859060888E-005                  6.8952053077338030E+002                  1.5750649456234636E+009                  0.0000000000000000E+000                  6.6666669504650955E+001                  1.5001858506973793E+006                  2.0595930980466557E-009                  3.0001047859060888E-005                 -4.4003760958294293E+000 
                                       4                  3.0001047859059363E-005                  6.8952056178306805E+002                  1.5750649440148857E+009                  0.0000000000000000E+000                  6.6666676455656244E+001                  1.5001861232701577E+006                  2.0595733341068503E-009                  3.0001047859059363E-005                 -3.8626482286231028E+000 
                                       5                  3.0001047859055568E-005                  6.8952063768654682E+002                  1.5750649400172281E+009                  0.0000000000000000E+000                  6.6666693730345543E+001                  1.5001867904718625E+006                  2.0595242166233095E-009                  3.0001047859055568E-005                 -3.4209992898611006E+000 
                                       6                  3.0001047859046336E-005                  6.8952078390444319E+002                  1.5750649302919798E+009                  0.0000000000000000E+000                  6.6666735755149858E+001                  1.5001880758214651E+006                  2.0594047266499606E-009                  3.0001047859046336E-005                 -3.0139805283501748E+000 
                                       7                  3.0001047859030476E-005                  6.8952103806918115E+002                  1.5750649135803702E+009                  0.0000000000000000E+000                  6.6666807969568765E+001                  1.5001903103168032E+006                  2.0591993980268168E-009                  3.0001047859030476E-005                 -2.7032352160191961E+000 
                                       8                  3.0001047859002714E-005                  6.8952150470633262E+002                  1.5750648843332858E+009                  0.0000000000000000E+000                  6.6666934352610099E+001                  1.5001944134864043E+006                  2.0588400510088939E-009                  3.0001047859002714E-005                 -2.4257609257221904E+000 
                                       9                  3.0001047858950370E-005                  6.8952235208641889E+002                  1.5750648291872711E+009                  0.0000000000000000E+000                  6.6667172651453285E+001                  1.5002018670119913E+006                  2.0581624928656001E-009                  3.0001047858950370E-005                 -2.1492493996687765E+000 
