                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     790                                      571                  1.0000000000000000E+000                  2.0000000000000000E-002                  9.2341470552786140E+009                  2.1655594799483934E+008                  5.9103000000000007E+028                  1.1674117094152498E+009                  2.5774079447862255E+002                  1.5205734115294439E-009                  1.9583765798912686E-002                 -2.0000983005984978E+001                  6.5860203158593955E-001                  3.6140295131449949E-005                  3.0522005787339329E-001                  7.4434036488386576E-003                  2.1810398679748908E-003                  2.0246419578515303E-002                  4.5410196302185964E-003                  2.9878024163516393E-005                 -5.8839133905434612E-019                  1.0938040359834911E-007                  6.0021680439132066E-012                  5.0690844418002471E-008                  1.2361979711706341E-009                  3.6222636673123276E-010                  3.3625185449045298E-009                  7.5417101083831492E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9878020707399622E-005                  1.9520558313015260E-002                  5.0199795114254521E+003                  7.0368725988390577E+008                  1.9649182299895719E+014                  4.1969003515802044E-027                  4.1969003515802044E-027                  0.0000000000000000E+000                  1.6793222006375234E-028                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.9141259774479443E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                                    zone                              temperature                               luminosity                                      tau                                  extra_L                                 pressure                                radius_cm                             scale_height                                  opacity                              log_opacity                                 conv_vel 
                                       1                  6.8707794498938119E+002                  1.5205734115294439E-009                  6.6666666666666657E+001                  2.5355981103662281E-013                  1.3130014856073435E+006                  1.3629909320727251E+009                  1.5847162807678357E-004                  1.0841574037095689E-001                 -9.6490766004868800E-001                  0.0000000000000000E+000 
                                       2                  6.8707794920903120E+002                  1.5205733040389234E-009                  6.6666667433783388E+001                  2.5355981103662281E-013                  1.3130015181847897E+006                  1.3629909319458082E+009                  1.5847162827356044E-004                  1.0841574164169598E-001                 -9.6490765495832953E-001                  0.0000000000000000E+000 
                                       3                  6.8707796278529304E+002                  1.5205729479765749E-009                  6.6666669974857584E+001                  2.5355981103662281E-013                  1.3130016229991843E+006                  1.3629909315254126E+009                  1.5847162967496973E-004                  1.0841574573016056E-001                 -9.6490763858065642E-001                  0.0000000000000000E+000 
                                       4                  6.8707799880516779E+002                  1.5205718126079545E-009                  6.6666678077528445E+001                  2.5355981103662281E-013                  1.3130019010878236E+006                  1.3629909301849093E+009                  1.5847163414361325E-004                  1.0841575657748041E-001                 -9.6490759512819591E-001                  0.0000000000000000E+000 
                                       5                  6.8707808697418943E+002                  1.5205689909817977E-009                  6.6666698214345672E+001                  2.5355981103662281E-013                  1.3130025817912158E+006                  1.3629909268534925E+009                  1.5847164524910581E-004                  1.0841578312945575E-001                 -9.6490748876565846E-001                  0.0000000000000000E+000 
                                       6                  6.8707825682909595E+002                  1.5205621267043554E-009                  6.6666747201960476E+001                  2.5355981103662281E-013                  1.3130038931515221E+006                  1.3629909187490089E+009                  1.5847167226576233E-004                  1.0841583428119546E-001                 -9.6490728386087055E-001                  0.0000000000000000E+000 
                                       7                  6.8707855210823266E+002                  1.5205503312992959E-009                  6.6666831381110612E+001                  2.5355981103662281E-013                  1.3130061728647517E+006                  1.3629909048224730E+009                  1.5847171869020707E-004                  1.0841592320490649E-001                 -9.6490692764850150E-001                  0.0000000000000000E+000 
                                       8                  6.8707909431710823E+002                  1.5205296880807879E-009                  6.6666978703737982E+001                  2.5355981103662281E-013                  1.3130103590672556E+006                  1.3629908804495838E+009                  1.5847179993701009E-004                  1.0841608649347104E-001                 -9.6490627354468494E-001                  0.0000000000000000E+000 
                                       9                  6.8708007922879779E+002                  1.5204907647556779E-009                  6.6667256484814203E+001                  2.5355981103662281E-013                  1.3130179634244647E+006                  1.3629908344939687E+009                  1.5847195312672000E-004                  1.0841638310958135E-001                 -9.6490508535787711E-001                  0.0000000000000000E+000 
                                      10                  6.8708169965096238E+002                  1.5204214837562910E-009                  6.6667750918549586E+001                  2.5355981103662281E-013                  1.3130304750590404E+006                  1.3629907526962879E+009                  1.5847222578388215E-004                  1.0841687113299764E-001                 -9.6490313043747089E-001                  0.0000000000000000E+000 
                                      11                  6.8708418742562640E+002                  1.5203127335814961E-009                  6.6668527033298986E+001                  2.5355981103662281E-013                  1.3130496851467220E+006                  1.3629906242996294E+009                  1.5847265374553215E-004                  1.0841762041809255E-001                 -9.6490012897419108E-001                  0.0000000000000000E+000 
                                      12                  6.8708803903065052E+002                  1.5201481387223471E-009                  6.6669701701856624E+001                  2.5355981103662281E-013                  1.3130794298155862E+006                  1.3629904299716368E+009                  1.5847330140764411E-004                  1.0841878056550203E-001                 -9.6489548173216111E-001                  0.0000000000000000E+000 
                                      13                  6.8709459477091741E+002                  1.5198894896579712E-009                  6.6671547630019361E+001                  2.5355981103662281E-013                  1.3131300666186688E+006                  1.3629901246041708E+009                  1.5847431900895337E-004                  1.0842075547720878E-001                 -9.6488757087538501E-001                  0.0000000000000000E+000 
                                      14                  6.8710657162040275E+002                  1.5194276163287300E-009                  6.6674843992411297E+001                  2.5355981103662281E-013                  1.3132226056440785E+006                  1.3629895793205874E+009                  1.5847613568958541E-004                  1.0842436430406961E-001                 -9.6487311545583465E-001                  0.0000000000000000E+000 
                                      15                  6.8712846536056668E+002                  1.5185727332805609E-009                  6.6680945451758532E+001                  2.5355981103662281E-013                  1.3133918668454960E+006                  1.3629885701055274E+009                  1.5847949661546853E-004                  1.0843096401725989E-001                 -9.6484668106712257E-001                  0.0000000000000000E+000 
                                      16                  6.8716502956635566E+002                  1.5170191718337920E-009                  6.6692034206862857E+001                  2.5355981103662281E-013                  1.3136748480319667E+006                  1.3629867362536135E+009                  1.5848559907263702E-004                  1.0844199462118362E-001                 -9.6480250284914326E-001                  0.0000000000000000E+000 
                                      17                  6.8722014337896587E+002                  1.5145461707425491E-009                  6.6709687444094925E+001                  2.5355981103662281E-013                  1.3141021169094213E+006                  1.3629838175415146E+009                  1.5849529897452155E-004                  1.0845864200841979E-001                 -9.6473583759134307E-001                  0.0000000000000000E+000 
                                      18                  6.8731357488881986E+002                  1.5109395799688481E-009                  6.6735436770238735E+001                  2.5355981103662281E-013                  1.3148282468572287E+006                  1.3629795619513156E+009                  1.5850941448718189E-004                  1.0848691267819688E-001                 -9.6462264978280621E-001                  0.0000000000000000E+000 
                                      19                  6.8751482570280155E+002                  1.5042142256298919E-009                  6.6783465515732928E+001                  2.5355981103662281E-013                  1.3163996182627806E+006                  1.3629716296121120E+009                  1.5853564130011302E-004                  1.0854800069435790E-001                 -9.6437817124598935E-001                  0.0000000000000000E+000 
                                      20                  6.8798446141140846E+002                  1.4885813984637423E-009                  6.6895171509018951E+001                  2.5355981103662281E-013                  1.3201066700236227E+006                  1.3629532074414608E+009                  1.5859612910808885E-004                  1.0869163145035396E-001                 -9.6380389248079268E-001                  0.0000000000000000E+000 
                                      21                  6.8904858553641850E+002                  1.4514714718257027E-009                  6.7160707319350436E+001                  2.5355981103662281E-013                  1.3287295974422924E+006                  1.3629095669890077E+009                  1.5873704633068830E-004                  1.0902320975048232E-001                 -9.6248103606357305E-001                  0.0000000000000000E+000 
                                      22                  6.9093646928658507E+002                  1.3659128409214953E-009                  6.7774844650820867E+001                  2.5355981103662281E-013                  1.3450193622322325E+006                  1.3628094392750602E+009                  1.5904729249733299E-004                  1.0964103607932048E-001                 -9.6002686914306756E-001                  0.0000000000000000E+000 
                                      23                  6.9356341756086999E+002                  1.2198036510301507E-009                  6.8829764022248085E+001                  2.5355981103662281E-013                  1.3704707901080307E+006                  1.3626400235399191E+009                  1.5952963161104357E-004                  1.1058782472035612E-001                 -9.5629268449451466E-001                  0.0000000000000000E+000 
